Date,Close,Open,High,Low,Volume
2020-01-02 00:00:00-05:00,72.53852081298828,71.5458973217052,72.59889913772518,71.29231130597061,135480400
2020-01-03 00:00:00-05:00,71.83329010009766,71.76566667933918,72.59405542623057,71.60868452797844,146322800
2020-01-06 00:00:00-05:00,72.40568542480469,70.9541954829699,72.4443284378041,70.70301958367426,118387200
2020-01-07 00:00:00-05:00,72.06515502929688,72.41534488187352,72.67134838279743,71.84537704823941,108872000
2020-01-08 00:00:00-05:00,73.22440338134766,71.76807876823776,73.5262949460089,71.76807876823776,132079200
2020-01-09 00:00:00-05:00,74.7797622680664,74.20254195863613,74.97296995476395,73.95137344000949,170108400
2020-01-10 00:00:00-05:00,74.94881439208984,75.01402769601006,75.51396196419593,74.44647000292952,140644800
2020-01-13 00:00:00-05:00,76.5500259399414,75.26518124809662,76.57659622598243,75.14683476183848,121532000
2020-01-14 00:00:00-05:00,75.516357421875,76.48724535482815,76.69736069243768,75.39319068247579,161954400
2020-01-15 00:00:00-05:00,75.19275665283203,75.31593080536074,76.19745295500711,74.76044574351113,121923600
2020-01-16 00:00:00-05:00,76.13463592529297,75.73614052978684,76.24573732895618,75.37387064834499,108829200
2020-01-17 00:00:00-05:00,76.9775161743164,76.3833883085302,76.97992629479913,76.07666915290817,137816400
2020-01-21 00:00:00-05:00,76.45586395263672,76.6056010131108,77.04756709065205,76.31819960849738,110843200
2020-01-22 00:00:00-05:00,76.72875213623047,76.94127757646339,77.28181209753438,76.63455844362853,101832400
2020-01-23 00:00:00-05:00,77.0982894897461,76.78190767247501,77.17798563171488,76.23366779231166,104472000
2020-01-24 00:00:00-05:00,76.8760986328125,77.34463502870749,78.08849275649891,76.68530106036428,146537600
2020-01-27 00:00:00-05:00,74.61552429199219,74.8836004716033,75.29658608064733,73.63256355928529,161940000
2020-01-28 00:00:00-05:00,76.72635650634766,75.4970547636558,76.89782887589077,75.39803343183497,162234000
2020-01-29 00:00:00-05:00,78.3324203491211,78.35899064388555,79.1801343637196,77.6175430675433,216229200
2020-01-30 00:00:00-05:00,78.2188949584961,77.41465908040864,78.27202816821715,76.98234829996913,126743200
2020-01-31 00:00:00-05:00,74.75078582763672,77.50886365949354,77.9315119457232,74.456139298992,199588400
2020-02-03 00:00:00-05:00,74.54550170898438,73.492499808615,75.7120077933663,72.99015534954077,173788400
2020-02-04 00:00:00-05:00,77.00650024414062,76.15154128644726,77.19729777289353,75.7458008005722,136616400
2020-02-05 00:00:00-05:00,77.63445281982422,78.13437974665777,78.43386124893598,77.03066957303884,118826800
2020-02-06 00:00:00-05:00,78.54253387451172,77.90494263047137,78.544951365906,77.34704752803583,105425600
2020-02-07 00:00:00-05:00,77.47491455078125,78.04139587134095,78.29074458151754,76.98347942731122,117684000
2020-02-10 00:00:00-05:00,77.8428955078125,76.05871954270658,77.8428955078125,75.97883426440146,109348800
2020-02-11 00:00:00-05:00,77.37324523925781,78.33917517981024,78.41179815824636,77.15536891605744,94323200
2020-02-12 00:00:00-05:00,79.210693359375,77.82353527181141,79.215532428976,77.82353527181141,113730400
2020-02-13 00:00:00-05:00,78.64663696289062,78.48201992249481,78.97345520254548,78.27866815708352,94747600
2020-02-14 00:00:00-05:00,78.66598510742188,78.61514163995746,78.91533382442148,78.1576021480164,80113600
2020-02-18 00:00:00-05:00,77.22557830810547,76.34438007526671,77.40714314738784,76.16281523598434,152531200
2020-02-19 00:00:00-05:00,78.34402465820312,77.46767279180867,78.57400976696101,77.46767279180867,93984000
2020-02-20 00:00:00-05:00,77.54029083251953,78.10435642626537,78.5933684199213,77.0343310134274,100566000
2020-02-21 00:00:00-05:00,75.78516387939453,77.13358724414647,77.57660960627356,75.1678463572217,129554000
2020-02-24 00:00:00-05:00,72.18533325195312,71.96261786330551,73.63785189891229,70.0186640363075,222195200
2020-02-25 00:00:00-05:00,69.74027252197266,72.85593184219474,73.23842524425972,69.26820830101296,230673600
2020-02-26 00:00:00-05:00,70.84661865234375,69.36505033092102,72.11273381251361,69.35778803083146,198054800
2020-02-27 00:00:00-05:00,66.2154769897461,68.05049624740387,69.23671826456818,66.07990918137826,320605600
2020-02-28 00:00:00-05:00,66.17676544189453,62.27917850501872,67.39930676148282,62.06371796292895,426510000
2020-03-02 00:00:00-05:00,72.33785247802734,68.33616370279057,72.97454103190371,67.23225006740749,341397200
2020-03-03 00:00:00-05:00,70.04045104980469,73.5143929639958,73.59427823904339,69.18830204720706,319475600
2020-03-04 00:00:00-05:00,73.28925323486328,71.7641114774827,73.44903118653338,70.9628058782761,219178400
2020-03-05 00:00:00-05:00,70.91197967529297,71.5413986547228,72.51700693831131,70.546426702123,187572800
2020-03-06 00:00:00-05:00,69.97024536132812,68.26837793734198,70.40358216932741,68.08197403311165,226176800
2020-03-09 00:00:00-04:00,64.43614196777344,63.8502896142898,67.3218077915113,63.6687248096994,286744800
2020-03-10 00:00:00-04:00,69.07695007324219,67.09184552066098,69.34324665860709,65.21082898559138,285290000
2020-03-11 00:00:00-04:00,66.6778793334961,67.15237416724361,68.07956216167183,65.81362880191305,255598800
2020-03-12 00:00:00-04:00,60.093116760253906,61.95960486263178,65.36333966293708,60.03743791262368,418474000
2020-03-13 00:00:00-04:00,67.29276275634766,64.12627561961224,67.76483423256263,61.23575946723115,370732000
2020-03-16 00:00:00-04:00,58.63575744628906,58.572812608634756,62.71975075656297,58.10074479595678,322423600
2020-03-17 00:00:00-04:00,61.213985443115234,59.91882134064479,62.36389249089527,57.71341343349159,324056000
2020-03-18 00:00:00-04:00,59.71546936035156,58.04507418797264,60.521617752082875,57.403542823432716,300233600
2020-03-19 00:00:00-04:00,59.25791549682617,59.88976122109357,61.209131513713295,58.73258839181393,271857200
2020-03-20 00:00:00-04:00,55.49589538574219,59.83892290297791,60.96462703593952,55.19570687816326,401693200
2020-03-23 00:00:00-04:00,54.31693649291992,55.215078862447456,55.31675472983707,51.470001124172114,336752800
2020-03-24 00:00:00-04:00,59.76630783081055,57.21955717748085,59.96239727698541,56.72085964919753,287531200
2020-03-25 00:00:00-04:00,59.437076568603516,60.703187887851634,62.51883657841549,59.14173075275606,303602000
2020-03-26 00:00:00-04:00,62.5648193359375,59.6791494517103,62.62291771666115,59.64041473526395,252087200
2020-03-27 00:00:00-04:00,59.97450256347656,61.187354431284916,61.94266302499107,59.80746231049624,204216800
2020-03-30 00:00:00-04:00,61.686058044433594,60.70076794909207,61.8579410780005,60.37636924446907,167976400
2020-03-31 00:00:00-04:00,61.56016159057617,61.877297942194495,63.545269736802034,61.00578524680458,197002000
2020-04-01 00:00:00-04:00,58.321048736572266,59.67431113291772,60.21174335831203,57.890135142365466,176218400
2020-04-02 00:00:00-04:00,59.29423522949219,58.18305925799057,59.34749454652656,57.350281239576255,165934000
2020-04-03 00:00:00-04:00,58.44209289550781,58.77859292542469,59.48064217824671,57.85140134510496,129880000
2020-04-06 00:00:00-04:00,63.54041290283203,60.73947169335844,63.69534434542333,60.371503052800286,201820400
2020-04-07 00:00:00-04:00,62.804481506347656,65.55700306601591,65.77488676591214,62.70038611330759,202887200
2020-04-08 00:00:00-04:00,64.4119644165039,63.6058121393102,64.72667394842254,63.24026650501276,168895200
2020-04-09 00:00:00-04:00,64.8767318725586,65.04861853557672,65.3802757210065,64.0802729370591,161834800
2020-04-13 00:00:00-04:00,66.15010833740234,64.95420093873426,66.25905017179674,64.35382401129216,131022800
2020-04-14 00:00:00-04:00,69.49092102050781,67.78421429432576,69.78142775121215,67.31214270390448,194994800
2020-04-15 00:00:00-04:00,68.85665130615234,68.365216078865,69.31661411100032,67.93672569645638,131154400
2020-04-16 00:00:00-04:00,69.40377807617188,69.57081834931556,69.76933104897813,68.35312357088294,157125200
2020-04-17 00:00:00-04:00,68.46205139160156,68.91959837030558,69.46671616167201,67.02405715552152,215250000
2020-04-20 00:00:00-04:00,67.04100799560547,67.28794093663315,68.19091879039594,67.02164432762936,130015200
2020-04-21 00:00:00-04:00,64.96875,66.88365501834329,67.11847920865577,64.25701512989387,180991600
2020-04-22 00:00:00-04:00,66.84008026123047,66.23727988733161,67.27583298086698,65.89594444342251,116862400
2020-04-23 00:00:00-04:00,66.58103942871094,66.7843911704893,68.20786075083029,66.54230470819708,124814400
2020-04-24 00:00:00-04:00,68.5031967163086,67.10636068864,68.5128822420226,67.05794044796141,126161200
2020-04-27 00:00:00-04:00,68.55162048339844,68.21995585468255,68.88327772422247,67.77210185087893,117087600
2020-04-28 00:00:00-04:00,67.44043731689453,69.01399917951635,69.19556400981887,67.34845067537042,112004800
2020-04-29 00:00:00-04:00,69.65553283691406,68.92927352946674,70.125181113428,68.7259218099285,137280800
2020-04-30 00:00:00-04:00,71.12499237060547,70.19538133730589,71.30171812959233,69.80562571918327,183064000
2020-05-01 00:00:00-04:00,69.97993469238281,69.29724910279991,72.38385146458401,69.2004159964793,240616800
2020-05-04 00:00:00-04:00,70.9700698852539,70.00414724151751,71.09837541785019,69.31419932975179,133568000
2020-05-05 00:00:00-04:00,72.03526306152344,71.43004677193012,72.86804126703537,71.2847933848489,147751200
2020-05-06 00:00:00-04:00,72.7784652709961,72.73730731555251,73.41030748628177,72.3523906692474,142333600
2020-05-07 00:00:00-04:00,73.53132629394531,73.4054440161324,73.87751548674036,73.10283599340708,115215200
2020-05-08 00:00:00-04:00,75.2815170288086,74.1916086969269,75.33492052212418,73.86390577921274,133838400
2020-05-11 00:00:00-04:00,76.46609497070312,74.78874828363153,76.96128289724894,74.57998648849065,145946400
2020-05-12 00:00:00-04:00,75.59223175048828,77.15063010080355,77.60213374226082,75.47086083937184,162301200
