Date,Close
2023-01-03 00:00:00-05:00,123.33064270019531
2023-01-04 00:00:00-05:00,124.60272216796875
2023-01-05 00:00:00-05:00,123.28134155273438
2023-01-06 00:00:00-05:00,127.81735229492188
2023-01-09 00:00:00-05:00,128.33999633789062
2023-01-10 00:00:00-05:00,128.91192626953125
2023-01-11 00:00:00-05:00,131.633544921875
2023-01-12 00:00:00-05:00,131.55465698242188
2023-01-13 00:00:00-05:00,132.8858642578125
2023-01-17 00:00:00-05:00,134.04949951171875
2023-01-18 00:00:00-05:00,133.3296356201172
2023-01-19 00:00:00-05:00,133.3887939453125
2023-01-20 00:00:00-05:00,135.95262145996094
2023-01-23 00:00:00-05:00,139.1475830078125
2023-01-24 00:00:00-05:00,140.5478057861328
2023-01-25 00:00:00-05:00,139.8871612548828
2023-01-26 00:00:00-05:00,141.9579315185547
2023-01-27 00:00:00-05:00,143.90054321289062
2023-01-30 00:00:00-05:00,141.0112762451172
2023-01-31 00:00:00-05:00,142.28335571289062
2023-02-01 00:00:00-05:00,143.40748596191406
2023-02-02 00:00:00-05:00,148.72254943847656
2023-02-03 00:00:00-05:00,152.3513641357422
2023-02-06 00:00:00-05:00,149.61988830566406
2023-02-07 00:00:00-05:00,152.49928283691406
2023-02-08 00:00:00-05:00,149.80723571777344
2023-02-09 00:00:00-05:00,148.77182006835938
2023-02-10 00:00:00-05:00,149.13726806640625
2023-02-13 00:00:00-05:00,151.94204711914062
2023-02-14 00:00:00-05:00,151.30010986328125
2023-02-15 00:00:00-05:00,153.4036865234375
2023-02-16 00:00:00-05:00,151.8037567138672
2023-02-17 00:00:00-05:00,150.6581573486328
2023-02-21 00:00:00-05:00,146.63864135742188
2023-02-22 00:00:00-05:00,147.0633087158203
2023-02-23 00:00:00-05:00,147.5471954345703
2023-02-24 00:00:00-05:00,144.89059448242188
2023-02-27 00:00:00-05:00,146.0855712890625
2023-02-28 00:00:00-05:00,145.58189392089844
2023-03-01 00:00:00-05:00,143.5079345703125
2023-03-02 00:00:00-05:00,144.10052490234375
2023-03-03 00:00:00-05:00,149.15701293945312
2023-03-06 00:00:00-05:00,151.9223175048828
2023-03-07 00:00:00-05:00,149.71995544433594
2023-03-08 00:00:00-05:00,150.97418212890625
2023-03-09 00:00:00-05:00,148.72244262695312
2023-03-10 00:00:00-05:00,146.6584014892578
2023-03-13 00:00:00-04:00,148.6039581298828
2023-03-14 00:00:00-04:00,150.69764709472656
2023-03-15 00:00:00-04:00,151.0927276611328
2023-03-16 00:00:00-04:00,153.917236328125
2023-03-17 00:00:00-04:00,153.07777404785156
2023-03-20 00:00:00-04:00,155.44801330566406
2023-03-21 00:00:00-04:00,157.30470275878906
2023-03-22 00:00:00-04:00,155.87266540527344
2023-03-23 00:00:00-04:00,156.95904541015625
2023-03-24 00:00:00-04:00,158.2626953125
2023-03-27 00:00:00-04:00,156.31710815429688
2023-03-28 00:00:00-04:00,155.6949005126953
2023-03-29 00:00:00-04:00,158.77621459960938
2023-03-30 00:00:00-04:00,160.34652709960938
2023-03-31 00:00:00-04:00,162.85501098632812
2023-04-03 00:00:00-04:00,164.10923767089844
2023-04-04 00:00:00-04:00,163.5759735107422
2023-04-05 00:00:00-04:00,161.72914123535156
2023-04-06 00:00:00-04:00,162.61798095703125
2023-04-10 00:00:00-04:00,160.0205841064453
2023-04-11 00:00:00-04:00,158.80584716796875
2023-04-12 00:00:00-04:00,158.1145477294922
2023-04-13 00:00:00-04:00,163.50682067871094
2023-04-14 00:00:00-04:00,163.1611785888672
2023-04-17 00:00:00-04:00,163.18092346191406
2023-04-18 00:00:00-04:00,164.4055633544922
2023-04-19 00:00:00-04:00,165.5511474609375
2023-04-20 00:00:00-04:00,164.58328247070312
2023-04-21 00:00:00-04:00,162.97354125976562
2023-04-24 00:00:00-04:00,163.27967834472656
2023-04-25 00:00:00-04:00,161.739013671875
2023-04-26 00:00:00-04:00,161.72914123535156
2023-04-27 00:00:00-04:00,166.32147216796875
2023-04-28 00:00:00-04:00,167.5757293701172
2023-05-01 00:00:00-04:00,167.48683166503906
2023-05-02 00:00:00-04:00,166.44984436035156
2023-05-03 00:00:00-04:00,165.37338256835938
2023-05-04 00:00:00-04:00,163.73397827148438
2023-05-05 00:00:00-04:00,171.41751098632812
2023-05-08 00:00:00-04:00,171.3483428955078
2023-05-09 00:00:00-04:00,169.6398162841797
2023-05-10 00:00:00-04:00,171.4075927734375
2023-05-11 00:00:00-04:00,171.59524536132812
